Rating,Device,Comments
5,Tablet,"Reading the beneficial stage of fasting is encouraging. When I read it, it makes me want to do longer and longer, until the state that I'm too hungry. Then I stop. After eating, then I get back on fasting. I personally find the app is good for my extended fasting, not for daily intermittent fasting which tight timing could be quite stressful. Extended fasting without specific time period gives me more space. Then I can easily do 40-48-72 hour fasting, and enjoy reading what stage I'm in."
5,Tablet,"Want to beginn intermittent fasting then you WANT THIS APP! It tells you all the pertinent information before youy beginn your assessment to decide what level you will be the most successful with. Throughout the day you'll recieve encouragement, hydration, as well as, what's happening in your body and continues as you progress. This apps great you'll love it, and love intermittent fasting because of it!"
5,Tablet,"Intuitive! This is my 4th app I've tried and so far the best. On the free version, Customize and edit fasting times, during your fast a window is displayed that tells you what your body is doing during each hour of your fast which motivates me to try and go longer. No other FREE a has this!"
5,Tablet,"I never tried fasting before but when I decided to try intermittent fasting I installed several apps to see which one I would use to fast. Since it was my 1st time fasting I wanted something that made it seem fun, exciting and interesting. Also wanted an easy to use interface. This Fasting App is the one I chose and this is my 5th day of fasting! Thank you I love this app??"
5,Tablet,"It is such a cool app. When I did it the first time it was not so planned and structured but with this one I think l will reach my goals. My previous intermittend fasting was over a period of 3 years and I lost 35kg over a 3 year span. I had so much energy, I was focused I was ready for any eventuallity. I moved mountains, small ones but I moved them. This is the best eating plan and it was practiced by our forefathers thousands of years ago. In any event we eat way more than we should:-)"
5,Tablet,This app makes it super easy to do intermittent fasting and tells you what stages of your fast you're in at all times. The free version is awesome. There are only occasional Promotions. Super satisfied with this app. Fantastic!
5,Tablet,"Little to no Promotions, it's not shoved down your throat. It's a very simple app with fun facts about where you are in your fasting progress. I love the simple layout of this app, too. It's very nice for anyone already doing intermittent fasting or is just starting!"
5,Tablet,I love it. It's simple and not an intimidating app. I've just used it for 5 days but it has been helping me fairly well. I love how it tells me which stage i am in my fasting which inspires me to keep going. I may have not explored it well enough but i'm still finding a way how it can alarm me when my window hours is about to finish.
5,Tablet,"Nice app, but if it's not asking too much, can you all please make this compatible with the Galaxy Smartwatch 5 Pro? All you need to put on there is a timer so I prefer not to have to dig for my phone to check and see how much time I have left until my fast is over. Of course, I can always get used to the time, but it's just a suggestion."
5,Tablet,Great app...it keeps track of how long you've been fasting so you not have too and you can create your own fast! Also love that it tells you what mode your body goes into the longer you fast! Great tips to keep you motivated too and also a water tracker!
